age,city,email,gender,mixed breed,organization_id,pet_id,phone,photo1,photo2,photo3,postcode,primary breed,secondary breed,size,state,type,url
Senior,Long Beach,adopt@liveloveanimalrescue.org,Male,True,CA2535,44274889,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44274889/1/?bust=1553104107,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44274889/2/?bust=1553104109,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44274889/3/?bust=1553104111,90807,Pug,Terrier,Medium,CA,Dog,https://www.petfinder.com/dog/thurston-howl-44274889/ca/long-beach/live-love-animal-rescue-ca2535/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Tustin,OCCRocpetinfo@occr.ocgov.com,Male,True,CA257,44274520,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44274520/1/?bust=1553105665,,,92782,Pug,Beagle,Medium,CA,Dog,https://www.petfinder.com/dog/scooby-44274520/ca/tustin/oc-animal-care-ca257/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Wichita Falls,frontdesk@humanesocietyofwichitacounty.org,Male,True,TX87,44273664,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44273664/1/?bust=1553096624,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44273664/2/?bust=1553096667,,76305,Pug,Chihuahua,Small,TX,Dog,https://www.petfinder.com/dog/rocco-44273664/tx/wichita-falls/humane-society-of-wichita-county-tx87/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Pelham,socialmedia@pugrescueofnewengland.org,Male,False,MA333,44273702,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44273702/1/?bust=1553102285,,,01002,Pug,,Small,MA,Dog,https://www.petfinder.com/dog/junior-44273702/ma/pelham/pug-rescue-of-new-england-ma333/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Plantation,nuggetvillebrigade@gmail.com,Male,True,FL1105,44273153,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44273153/1/?bust=1553090865,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44273153/2/?bust=1553090868,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44273153/3/?bust=1553090872,33317,Pug,Boxer,Medium,FL,Dog,https://www.petfinder.com/dog/buster-44273153/fl/plantation/nuggetville-brigade-fl1105/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Yuma,adoptions@hsoyuma.com,Female,True,AZ110,44271257,,,,,85365,Pug,Dachshund,Small,AZ,Dog,https://www.petfinder.com/dog/lucky-44271257/az/yuma/humane-society-of-yuma-az110/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Atlanta,AC.Info@fultoncountyga.gov,Female,True,GA217,44271024,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44271024/1/?bust=1553078766,,,30318,Pug,Mixed Breed,Small,GA,Dog,https://www.petfinder.com/dog/cookie-44271024/ga/atlanta/fulton-county-animal-services-ga217/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,West Olive,office@harborhumane.org,Female,True,MI192,44270882,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44270882/1/?bust=1553076984,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44270882/2/?bust=1553076988,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44270882/3/?bust=1553076991,49460,Pug,,Medium,MI,Dog,https://www.petfinder.com/dog/pi-44270882/mi/west-olive/harbor-humane-society-mi192/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Centerville,Moreilly@mspca.org,Male,True,MA243,44270414,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44270414/1/?bust=1553147268,,,02632,Pug,Beagle,Medium,MA,Dog,https://www.petfinder.com/dog/pepe-44270414/ma/centerville/mspca-cape-cod-animal-care-and-adoption-center-ma243/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Sioux City,adopt@siouxlandhumanesociety.org,Male,True,IA60,44269464,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44269464/1/?bust=1553231884,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44269464/2/?bust=1553231887,,51001,Pug,Beagle,Medium,IA,Dog,https://www.petfinder.com/dog/boomer-44269464/ia/sioux-city/siouxland-humane-society-ia60/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Euless,trinitygapclub@gmail.com,Male,True,TX265,44269217,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44269217/1/?bust=1553046948,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44269217/2/?bust=1553046952,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44269217/3/?bust=1553046954,76040,Pug,Chihuahua,Small,TX,Dog,https://www.petfinder.com/dog/puggle-44269217/tx/euless/euless-animal-services-trinity-gap-rescue-tx265/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Seattle,info@emeraldcitypetrescue.org,Female,False,WA538,44268860,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268860/1/?bust=1553039935,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268860/2/?bust=1553039942,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268860/3/?bust=1553039946,98116,Pug,,Small,WA,Dog,https://www.petfinder.com/dog/venus-44268860/wa/seattle/emerald-city-pet-rescue-wa538/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Fairfax Station,AdoptionCenter@Homewardtrails.org,Male,True,VA210,44268705,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268705/3/?bust=1553272882,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268705/1/?bust=1553039604,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268705/2/?bust=1553040351,22039,Pug,Corgi,Small,VA,Dog,https://www.petfinder.com/dog/napoleon-44268705/va/fairfax-station/homeward-trails-animal-rescue-inc-va210/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Hewitt,thelastresortrescue@gmail.com,Female,True,NJ545,44268686,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268686/1/?bust=1553047643,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268686/2/?bust=1553047652,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268686/3/?bust=1553074131,07421,Pug,French Bulldog,Small,NJ,Dog,https://www.petfinder.com/dog/ella-44268686/nj/hewitt/the-last-resort-nj545/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Hewitt,thelastresortrescue@gmail.com,Female,True,NJ545,44268682,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268682/1/?bust=1553047645,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268682/2/?bust=1553047648,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268682/3/?bust=1553047652,07421,Pug,French Bulldog,Small,NJ,Dog,https://www.petfinder.com/dog/dizzy-44268682/nj/hewitt/the-last-resort-nj545/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Hewitt,thelastresortrescue@gmail.com,Male,True,NJ545,44268684,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268684/1/?bust=1553047646,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268684/2/?bust=1553047649,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268684/3/?bust=1553047653,07421,Pug,French Bulldog,Small,NJ,Dog,https://www.petfinder.com/dog/herbie-44268684/nj/hewitt/the-last-resort-nj545/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Hewitt,thelastresortrescue@gmail.com,Male,True,NJ545,44268683,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268683/1/?bust=1553047642,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268683/2/?bust=1553047647,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268683/3/?bust=1553047650,07421,Pug,French Bulldog,Small,NJ,Dog,https://www.petfinder.com/dog/miles-44268683/nj/hewitt/the-last-resort-nj545/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Hewitt,thelastresortrescue@gmail.com,Male,True,NJ545,44268685,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268685/1/?bust=1553047642,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268685/2/?bust=1553047648,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268685/3/?bust=1553047651,07421,Pug,French Bulldog,Small,NJ,Dog,https://www.petfinder.com/dog/duke-44268685/nj/hewitt/the-last-resort-nj545/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Hewitt,thelastresortrescue@gmail.com,Male,True,NJ545,44268688,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268688/1/?bust=1553047644,,,07421,Pug,French Bulldog,Small,NJ,Dog,https://www.petfinder.com/dog/benny-44268688/nj/hewitt/the-last-resort-nj545/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Hewitt,thelastresortrescue@gmail.com,Female,True,NJ545,44268689,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268689/1/?bust=1553047644,,,07421,Pug,French Bulldog,Small,NJ,Dog,https://www.petfinder.com/dog/nina-44268689/nj/hewitt/the-last-resort-nj545/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Hewitt,thelastresortrescue@gmail.com,Female,True,NJ545,44268687,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268687/1/?bust=1553047641,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268687/2/?bust=1553047646,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268687/3/?bust=1553047650,07421,Pug,Beagle,Small,NJ,Dog,https://www.petfinder.com/dog/jazzy-44268687/nj/hewitt/the-last-resort-nj545/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Delta,tailsadoptions@gmail.com,Female,True,CO487,44268169,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44268169/1/?bust=1553276413,,,81416,Pug,,Small,CO,Dog,https://www.petfinder.com/dog/yippers-44268169/co/delta/the-animal-interest-league-and-sanctuary-co487/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Owensboro,info@sparkyrescue.com,Male,True,KY269,44267560,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44267560/1/?bust=1553036829,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44267560/2/?bust=1553036831,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44267560/3/?bust=1553036832,42303,Pug,Dachshund,Small,KY,Dog,https://www.petfinder.com/dog/hobo-44267560/ky/owensboro/sparky-ky269/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Mesa,,Female,True,AZ102,44266820,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44266820/1/?bust=1553047923,,,85201,Pug,Mixed Breed,Medium,AZ,Dog,https://www.petfinder.com/dog/winnie-44266820/az/mesa/mcacc-east-valley-animal-care-center-az102/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Holton,heartofjackson@gmail.com,Male,True,KS107,44266079,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44266079/1/?bust=1553027706,,,66436,Pug,,Small,KS,Dog,https://www.petfinder.com/dog/yuki-44266079/ks/holton/heart-of-jackson-humane-society-inc-ks107/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,South Elgin,neuteryourpets@andersonanimalshelter.org,Male,True,IL173,44265997,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44265997/1/?bust=1553026533,,,,Pug,,Medium,IL,Dog,https://www.petfinder.com/dog/taz-44265997/il/south-elgin/anderson-animal-shelter-il173/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Holton,heartofjackson@gmail.com,Male,True,KS107,44265788,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44265788/1/?bust=1553024646,,,66436,Pug,,Small,KS,Dog,https://www.petfinder.com/dog/frosty-44265788/ks/holton/heart-of-jackson-humane-society-inc-ks107/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Holton,heartofjackson@gmail.com,Male,True,KS107,44265479,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44265479/1/?bust=1553020079,,,66436,Pug,,Medium,KS,Dog,https://www.petfinder.com/dog/bosley-44265479/ks/holton/heart-of-jackson-humane-society-inc-ks107/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Germantown,RescueBC@hotmail.com,Female,False,KY395,44264969,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44264969/1/?bust=1553011770,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44264969/2/?bust=1553011770,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44264969/3/?bust=1553011771,20874,Pug,,Small,MD,Dog,https://www.petfinder.com/dog/honey-44264969/md/germantown/bourbon-county-rescue-ky395/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Gardena,gwenn@pugnationla.org,Male,True,CA2386,44264089,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44264089/1/?bust=1553287054,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44264089/2/?bust=1553287073,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44264089/3/?bust=1553287091,90248,Pug,Beagle,Small,CA,Dog,https://www.petfinder.com/dog/wheels-44264089/ca/gardena/pug-nation-rescue-of-la-ca2386/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Kansas City,contactkcpp@kcmo.org,Male,True,MO579,44263062,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44263062/1/?bust=1552981120,,,64129,Pug,Terrier,Medium,MO,Dog,https://www.petfinder.com/dog/spark-pug-44263062/mo/kansas-city/kc-pet-project-mo579/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Windermere,pugrescueofflorida@gmail.com,Male,False,FL669,44260496,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44260496/1/?bust=1552957761,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44260496/2/?bust=1552957770,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44260496/3/?bust=1552957780,34786,Pug,,Small,FL,Dog,https://www.petfinder.com/dog/harley-and-penny-44260496/fl/windermere/pug-rescue-of-florida-inc-fl669/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Fort Collins,contact@bounceanimalrescue.org,Male,False,CO461,44259996,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44259996/1/?bust=1552945338,,,80527,Pug,,Medium,CO,Dog,https://www.petfinder.com/dog/buddy-44259996/co/fort-collins/bounce-animal-rescue-co461/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Bloomsburg,vicki@nokillarc.org,Female,True,PA469,44161476,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44161476/4/?bust=1551839712,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44161476/1/?bust=1551839587,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44161476/2/?bust=1551839680,17815,Pug,Beagle,Small,PA,Dog,https://www.petfinder.com/dog/shelly-44161476/pa/bloomsburg/animal-resource-center-pa469/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,White Lake,char@adoptgoodkarma.com,Male,True,MI781,44259726,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44259726/4/?bust=1553092104,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44259726/1/?bust=1552939844,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44259726/2/?bust=1553084842,48386,Pug,Chihuahua,Small,MI,Dog,https://www.petfinder.com/dog/toby-44259726/mi/white-lake/good-karma-puppy-rescue-mi781/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Hastings,adoption@startoverrover.org,Male,False,NE111,44259132,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44259132/1/?bust=1553289966,,,68901,Pug,,Medium,NE,Dog,https://www.petfinder.com/dog/dobby-44259132/ne/hastings/start-over-rover-inc-ne111/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Mesa,followyourheartfoundation@gmail.com,Male,False,AZ608,44258523,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44258523/1/?bust=1553283682,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44258523/2/?bust=1553283703,,85206,Pug,,Small,AZ,Dog,https://www.petfinder.com/dog/da-vinci-44258523/az/mesa/follow-your-heart-animal-rescue-az608/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Mesa,followyourheartfoundation@gmail.com,Male,False,AZ608,44258527,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44258527/1/?bust=1553283674,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44258527/2/?bust=1553283702,,85206,Pug,,Small,AZ,Dog,https://www.petfinder.com/dog/monet-44258527/az/mesa/follow-your-heart-animal-rescue-az608/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,White Lake,char@adoptgoodkarma.com,Male,True,MI781,44257922,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44257922/1/?bust=1552926593,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44257922/2/?bust=1552926594,,48386,Pug,Beagle,Small,MI,Dog,https://www.petfinder.com/dog/angus-puggle-44257922/mi/white-lake/good-karma-puppy-rescue-mi781/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,White Lake,char@adoptgoodkarma.com,Male,True,MI781,44257875,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44257875/2/?bust=1552927140,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44257875/1/?bust=1552927140,,48386,Pug,Beagle,Small,MI,Dog,https://www.petfinder.com/dog/donnie-puggle-44257875/mi/white-lake/good-karma-puppy-rescue-mi781/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Marion,mercyfund@yahoo.com,Male,True,NC461,44257329,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44257329/2/?bust=1552919691,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44257329/4/?bust=1552919768,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44257329/5/?bust=1552919810,28752,Pug,Affenpinscher,Small,NC,Dog,https://www.petfinder.com/dog/charlie-44257329/nc/marion/mercy-fund-animal-rescue-inc-nc461/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Albion,Paws14411@gmail.com,Male,True,NY432,44257168,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44257168/1/?bust=1552916492,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44257168/2/?bust=1553017553,,14411,Pug,Beagle,Medium,NY,Dog,https://www.petfinder.com/dog/chase-44257168/ny/albion/people-for-animal-welfare-society-paws-ny432/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Normal,info@petcentralhelps.org,Female,True,IL868,44256663,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44256663/1/?bust=1552904366,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44256663/2/?bust=1552904366,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44256663/3/?bust=1552904367,61761,Pug,Beagle,Small,IL,Dog,https://www.petfinder.com/dog/ginger2-44256663/il/normal/pet-central-helps-il868/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Dallas,FurryFriendzyAdoptions@gmail.com,Male,True,TX1243,44256477,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44256477/1/?bust=1552907086,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44256477/2/?bust=1552907098,,75201,Pug,Beagle,Small,TX,Dog,https://www.petfinder.com/dog/buster-brown-44256477/tx/dallas/furry-friendzy-tx1243/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Winchester,info@allpawsk9rescue.org,Female,True,CA2522,44255541,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44255541/1/?bust=1552881119,,,92596,Pug,Chihuahua,Small,CA,Dog,https://www.petfinder.com/dog/callie-44255541/ca/winchester/all-paws-k9-rescue-ca2522/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Albany,info@homewardbounddogrescue.com,Male,False,NY480,44253164,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44253164/1/?bust=1552854962,,,12205,Pug,,Small,NY,Dog,https://www.petfinder.com/dog/repo-44253164/ny/albany/homeward-bound-dog-rescue-of-ny-ny480/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Stockton,animalservices@stocktonca.gov,Male,True,CA149,44251412,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44251412/1/?bust=1552832580,,,95206,Pug,,Small,CA,Dog,https://www.petfinder.com/dog/andy-44251412/ca/stockton/stockton-animal-shelter-and-the-animal-protection-league-ca149/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Austin,adopt@bastropanimalrescue.org,Female,True,TX1636,44251321,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44251321/1/?bust=1553284516,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44251321/2/?bust=1553284542,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44251321/3/?bust=1553284561,78701,Pug,Chihuahua,Small,TX,Dog,https://www.petfinder.com/dog/thi-chai-44251321/tx/austin/bastrop-animal-rescue-tx1636/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Fort Pierce,takeushometoday@gmail.com,Male,True,FL1181,44249810,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44249810/1/?bust=1552809100,,,34982,Pug,Beagle,Small,FL,Dog,https://www.petfinder.com/dog/wily-44249810/fl/fort-pierce/rescue-adoption-inc-fl1181/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,San Bernardino,VanNess_Je@sbcity.org,Male,True,CA231,44249093,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44249093/1/?bust=1552812337,,,92408,Pug,Chihuahua,Small,CA,Dog,https://www.petfinder.com/dog/a522088-44249093/ca/san-bernardino/san-bernardino-city-animal-control-ca231/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,San Bernardino,cause4sbpaws@gmail.com,Male,True,CA2330,44248792,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44248792/1/?bust=1553150523,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44248792/2/?bust=1552806797,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44248792/3/?bust=1552806798,92407,Pug,,Small,CA,Dog,https://www.petfinder.com/dog/huey-lewis-44248792/ca/san-bernardino/cause-for-san-bernardino-paws-ca2330/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Eagle,coneill22@gmail.com,Male,False,ID141,44248469,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44248469/1/?bust=1553275854,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44248469/2/?bust=1553275856,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44248469/3/?bust=1553275860,83616,Pug,,Medium,ID,Dog,https://www.petfinder.com/dog/big-44248469/id/eagle/pug-pals-rescue-id141/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Eagle,coneill22@gmail.com,Male,False,ID141,44248470,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44248470/1/?bust=1553275855,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44248470/2/?bust=1553275857,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44248470/3/?bust=1553275858,83616,Pug,,Small,ID,Dog,https://www.petfinder.com/dog/little-44248470/id/eagle/pug-pals-rescue-id141/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Palm Desert,petasks@lovingallanimals.org,Male,True,CA2042,44247831,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247831/1/?bust=1552778546,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44247831/2/?bust=1552778825,,92260,Pug,Beagle,Small,CA,Dog,https://www.petfinder.com/dog/chevy-44247831/ca/palm-desert/loving-all-animals-inc-ca2042/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Council Bluffs,muddypaws2chancerescue@yahoo.com,Male,False,IA235,44247205,,,,,51503,Pug,,Small,IA,Dog,https://www.petfinder.com/dog/winston-no-longer-accepting-applications-44247205/ia/council-bluffs/muddy-paws-second-chance-rescue-inc-ia235/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Camden,bcashelter@gmail.com,Female,True,TN492,44246278,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44246278/1/?bust=1553281463,,,38320,Pug,Chihuahua,Small,TN,Dog,https://www.petfinder.com/dog/gizmo-44246278/tn/camden/benton-county-animal-shelter-tn492/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Potomac,adopt@petconnectrescue.org,Female,True,MD250,44244154,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44244154/1/?bust=1553105918,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44244154/2/?bust=1552735950,,20854,Pug,,Small,MD,Dog,https://www.petfinder.com/dog/carey-44244154/md/potomac/petconnect-rescue-md250/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Canon City,info@hsfremont.org,Male,True,CO189,44242748,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44242748/1/?bust=1552736053,,,81212,Pug,,Medium,CO,Dog,https://www.petfinder.com/dog/skipper-44242748/co/canon-city/humane-society-of-fremont-county-inc-co189/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Washington,info@citydogsrescuedc.org,Female,True,DC22,44242716,,,,,20008,Pug,Chihuahua,Small,DC,Dog,https://www.petfinder.com/dog/amelia-44242716/dc/washington/city-dogs-rescue-and-city-kitties-dc22/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Van Nuys,smashfacerescue911@yahoo.com,Female,True,CA1489,44242360,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44242360/3/?bust=1552706369,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44242360/1/?bust=1552706211,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44242360/2/?bust=1552706331,91405,Pug,Chihuahua,Small,CA,Dog,https://www.petfinder.com/dog/lucille-44242360/ca/van-nuys/smashface-rescue-rehab-ca1489/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Fresno,info@animalcompassionteam.com,Male,False,CA1640,44242447,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44242447/1/?bust=1552711374,,,93725,Pug,,Small,CA,Dog,https://www.petfinder.com/dog/manny-44242447/ca/fresno/animal-compassion-team-of-california-ca1640/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
